Iteration,Reward
0,0.2671721859270655
1,0.157387134213678
2,0.1749809471939841
3,0.2199554051763678
4,0.23094289955691977
5,0.18716863176949625
6,0.20768071952087058
7,0.16414301912660648
8,0.3706621803039531
9,0.3597196941692537
10,0.1904788044798086
11,0.1427533471236219
12,0.0805609656899025
13,0.08250854679750266
14,0.15227607862855438
15,0.16950334506592948
16,0.15986653009402232
17,0.1224464520651199
18,0.210544382158037
19,0.17501694280123048
20,0.08680461205786891
21,0.10195183767771931
22,0.16608512747652396
23,0.1385914230865978
24,0.27220036147063725
25,0.3197998128288605
26,0.23166133193058405
27,0.1939109424692965
28,0.24278429321090247
29,0.30032433399837993
30,0.1417511238763386
31,0.09759972049327219
32,0.220958324850731
33,0.162326162758751
34,0.14940373135748927
35,0.0870842091333344
36,0.18285365831244474
37,0.11926603592915995
38,0.0787849887439467
39,0.11921712252295759
40,0.1752229581603877
41,0.1028398285426133
42,0.10780096157427775
43,0.06220329629502238
44,0.24002388268878516
45,0.10679051912393785
46,0.06891597799759136
47,0.11749419189844786
48,0.11001859917914283
49,0.09810630981950742
50,0.06043550132686504
52,0.45589943115359416
