Iteration,Z1,Z2,Z3,Reward
0,1.4343541147546293,1.850046381464066,0.8825504204610599,0.15107261972574554
1,1.4401197988767924,1.8403540764606063,0.8361172553859075,0.14607036476485355
2,1.443326340300832,1.8342360670906268,0.9020610615212055,0.1543735591100947
3,1.6799728822634872,1.9555143025088473,0.919068944983461,0.14866633279095406
4,1.4771234431205944,1.8249135474096447,0.939794469569014,0.15921648951424808
5,1.5119029172349776,1.8273730831437054,0.9718344447814764,0.16343142567408497
6,1.5551718579741902,1.951656162595876,0.9559855006451595,0.15272204909403875
7,1.4467654876199882,1.9475105090637217,0.9477783162451312,0.15169361259987785
8,1.0788552846787054,1.9431292170151626,0.9059223211034424,0.14601736163132908
9,1.0887477422057827,1.9621894410872305,0.9873672191349748,0.15360659278012015
10,1.2348993058171516,1.8276439109909026,0.9099731570861811,0.15442525525797696
11,1.1281348363633683,1.8299775088793362,0.9039182161998424,0.15294088601292083
12,1.1316228070347092,1.8180708092276745,0.8958982161385174,0.15270860944750977
13,1.1330361145900925,1.8140085781806372,0.8863186212833619,0.15224201842070217
14,1.1324453081377093,1.8198413520752283,0.8698249020339841,0.14967589629731412
15,1.4504485555587785,1.9650479380530024,0.8455669375077178,0.13955345259525412
16,1.0905751431202448,2.076296631121843,0.9394246661267354,0.14151787511658184
17,1.2726619961773347,1.8096037263745914,0.9868535559889692,0.16575266290038196
18,1.2838995035438436,1.8000054452176304,1.0011343513537727,0.16867961760615613
19,1.3064635599975907,1.7897224465243518,1.0147589166322522,0.17131593503755171
20,1.340377875781312,1.7791529501483407,1.027779845421133,0.17446789458643858
21,1.374024709566836,1.7686509851937349,1.0402204298486442,0.17698152574778142
22,1.4068607810381737,1.7585300415611347,1.0520745832699017,0.17973446678212898
23,1.4481049229148129,1.74906632981787,1.068669641803065,0.18431801209018944
24,1.2392170295312643,1.7405016735050922,1.083607718755884,0.18648787735984865
25,1.2173065417553839,1.7330460553200666,1.1002125789386905,0.1896855672342431
26,1.195907435534447,1.726879836077322,1.1116647443977115,0.1912581201404642
27,1.1650948997851478,1.7221556629406636,0.9008636997673318,0.16069162245500132
28,1.1455944487176246,1.7190000811135466,0.8956804203047559,0.1606117025509717
29,1.1361966487349318,1.7180432523303057,0.8903985324530832,0.159980585419202
30,1.118161568750964,1.8117128504726858,0.8796355352887872,0.1515580352256775
