Iteration,Z1,Z2,Z3,Reward
0,5.046438112430792,6.606058777587577,4.2175467633065296,0.3091315875060289
1,4.145909448625105,5.6839041164775495,3.3296288577061546,0.24664548419574414
2,2.3109905193309714,6.73491792811285,4.675473470719282,0.1494730024060951
3,1.3218116505358353,6.911810897256345,5.831748727015395,0.09815260441695982
4,0.8483167565472627,6.979081674377227,6.444545698326692,0.08160792088276586
5,4.730254597336739,4.904246590422815,3.1870356560636424,0.2637732982057479
6,5.175092857900495,5.910724442494143,4.249541852747825,0.3437842199944779
7,2.804881418719333,6.566986210436653,4.198690589399689,0.18306562644780322
8,4.805533057391472,6.500469770791483,4.424375762839361,0.3223932733033951
9,5.151594750740742,6.4822135758137165,4.180718489884782,0.30944717728849774
10,4.805533057391472,6.500469770791483,4.424375762839361,0.3284267573725657
11,5.205661335007562,6.238910669769325,4.190727790755659,0.3254865914159978
12,4.921970860236115,6.610390650885847,4.299352025228302,0.3151207770277023
13,5.205661335007562,6.238910669769325,4.190727790755659,0.32733570066564066
