Iteration,Z1,Z2,Z3,Reward
0,1.0657785074296748,1.4325612581209322,0.908594963224719,0.18928096174347464
1,1.0382696869294308,1.4196155597457976,0.8393617797623286,0.17934201192734092
2,1.0338198692606708,1.4239244670993851,0.7793130112212113,0.1687520866533622
3,1.081546853836693,1.4359642983504695,0.7326228583675274,0.16134990882898562
4,1.1642559077969894,1.7179817598228317,1.2263309498512374,0.2037018405880041
5,1.2062921080525937,2.034865350890905,1.3544377925716122,0.17807954739939164
6,1.235821468637057,1.4647543664446332,0.6771187545841738,0.15195239022205675
7,1.2347007446777616,1.4328264304452083,0.3763839001087869,0.11433766036532556
8,1.4855786806778004,2.1653471328328857,1.0408105925560183,0.14807291260545807
9,1.3965309938420412,2.1754469160818464,1.0142128831231603,0.1444795143289461
10,1.2756478942209235,2.18709158177468,0.9766937579682649,0.1404933191608123
11,1.1577589362979268,2.198128053041723,0.9388505804902091,0.1360921334052615
12,1.0513764631499567,2.2086777304472474,0.9037797236435348,0.1320263802259317
13,1.312778582130714,2.3184318772690045,0.6417773376325284,0.10911970471120301
14,1.350144747319093,2.128916533901141,1.2505146718157927,0.17408194616932787
15,1.446444115268404,1.6972752283909884,0.49311021991122045,0.11860293277253867
16,1.32182697069935,2.03749268682692,0.21860314223826005,0.08227624703078831
17,1.6383188599422276,2.1235117044981773,1.0803632748576573,0.15521971685162045
18,0.925243540681085,2.2225034131367565,0.8611789355872456,0.12769240046877434
19,1.5352595332938166,2.096675542494974,1.0389551529009322,0.15177525455477459
20,0.8187108987254201,2.235567395275148,0.8244100613970093,0.12386052099126481
21,1.321467575628395,2.1082579042834615,0.9630114262455447,0.14273536947752619
22,0.7164551037321576,2.249394222977488,0.7884892061187813,0.11701054190380605
23,1.296393729012221,1.7503577377134094,0.19860991939362216,0.08119554461143531
24,1.1935729071664505,1.341674810999823,0.44218326933532653,0.1292492980098206
25,1.1414509692518844,1.2484036744818687,0.5148848069292816,0.14510168895105083
26,1.0448165291007683,1.1060705543498452,0.634596545724101,0.177538677657665
27,0.636212892070244,2.2610937671405313,0.7598886863602726,0.1105705197118821
28,1.2153145625687192,2.3236619391085687,0.6344119404453447,0.10803118805628605
29,1.1360772087034072,2.3253043200501518,0.6289633779203034,0.10734507869716449
30,0.5617447010114286,2.2725174956213037,0.7330143935972945,0.1051111832913616
