Iteration,Z1,Z2,Z3,Reward
0,1.1024589022095574,2.3534504370618876,1.0968938305483602,0.14301247958920418
1,1.164781564880487,2.3463712088887565,1.2514699075613855,0.15270320802001106
2,1.158247483146179,2.3375522420969967,1.2625162311137863,0.1527022541652283
3,1.151620152125513,2.3270461147067474,1.2420265593178252,0.15252823222189765
4,1.1774614817066311,2.3080654103110994,1.2247462689752817,0.15552268874773273
5,1.1193819292194067,2.266736286365263,0.8663310600367595,0.12723296986059773
6,1.199613340820362,2.3580426028559445,0.9771072084444556,0.13222038724884674
7,1.1836351469476354,1.9386296536437824,1.0879581131676321,0.16788777181379116
8,1.1958063931552918,1.9389901135131833,1.078863308352029,0.16667196006430893
9,1.2079325983123388,1.9383229263884685,1.0603240699334666,0.16398482224954716
10,1.2202170092878908,1.9355898340452167,1.0415132499027207,0.16238893870615131
11,1.7627586943375164,1.93134686744296,1.0320726057081566,0.16266362212014673
12,1.7530241215057871,1.925968562321159,1.0132403042370166,0.16086441585445646
13,1.7425875169867573,1.9197738164639095,1.1224450248831384,0.176063612531868
14,1.7257376306413832,1.9130290829931762,1.1383458699728806,0.1789532485463006
15,1.7074462190691282,1.902341783133326,1.160457205978788,0.18273307138455447
16,1.6730456411574464,1.89142643131651,1.180296468605672,0.18726857776229563
17,1.2264747858083638,1.8805878410990362,1.202533964226501,0.1895972802337029
18,1.2393201450732763,1.8628255439961106,1.2185953210936888,0.19458269062535946
19,1.2596635640794092,1.9359448678266786,1.0038920547654553,0.15794318449501382
20,1.266788227772956,1.931392997982526,0.7830752444008643,0.1345786646984212
21,0.813584234894851,1.6668512175368373,1.2654156453618821,0.15730774240734055
22,1.2414170690091988,1.8678304963952514,1.2702212316216142,0.20072149308054835
23,1.2310148416129436,1.8679288776480343,1.2753387487742383,0.1996705277206756
24,1.2196645665447061,1.8667844048389934,1.2784406421178676,0.19801269501516885
25,1.2015294374257364,1.8636830370860533,1.279905485548577,0.1954502721850143
26,1.1890893571950658,1.8612404729824443,1.279926404367643,0.19318703814756705
27,1.176640907601285,1.8588758340193907,1.2785150870602866,0.19146980481132048
28,1.164385572891605,1.8568650671843767,1.2755020360466514,0.1899679525546571
29,1.1524994553304861,1.8554444900824962,1.2705330614658532,0.18881075484878637
30,1.1411352535691757,1.8548131115919875,1.2598921585126985,0.18717901446299268
