Iteration,Z1,Z2,Z3,Reward
0,0.8950677137396473,1.765804961972555,0.7350675975989504,0.13665537250863838
1,0.972787769796004,1.912288441229466,0.6477779650849008,0.12157599820203704
2,0.8935283876449672,1.7440912642419897,0.9870507008895115,0.15943854109899283
3,0.8905121570905009,1.7116006956385306,0.9420834898418052,0.1619407647571598
4,0.8854200488071956,1.668670207131706,0.9013598491761678,0.1611342537657125
5,0.8763610635877555,1.616154792644122,0.8456505311647929,0.15966445859801945
6,0.8641571703210789,1.555762991991751,0.7859720918209291,0.1564103416068609
7,0.8549330940882991,1.5084216564086583,0.7238488652721735,0.1521953621170372
8,0.8557715405367432,1.8627500735630682,0.6734156909785888,0.12560181156488262
9,0.9427462586192505,2.0127744875198936,0.6714609343355437,0.11998485009823022
10,1.5666936966147316,2.0330462609125277,0.7229815601447326,0.12535243669574436
11,0.8965999022026414,1.7280459408309865,1.2048131285360855,0.16230848044320725
12,0.8920667992505193,2.042335526016843,1.1496491942674143,0.1414708356488079
13,0.8841681365133438,2.0554914152795645,1.1007573736435385,0.13962730166127238
14,0.8696086626500066,2.0735358237763193,1.0468617693294293,0.13668150321896494
15,1.4505993426327175,2.097444432834112,0.982852871772397,0.14648475149499976
16,1.3989404184555194,2.1354012754976406,0.8746586907501982,0.13384486611930388
17,1.3446948924183013,1.6661707571741045,0.9372461826824178,0.1712163464136508
18,1.2308230817176937,1.614594826367983,0.8034807448676241,0.1564823026090329
19,1.1433387368382195,1.5697708686590723,0.5622556500474178,0.129825108087688
20,1.0853737395705774,1.5442114269011726,0.5626858287463203,0.1313314536297738
21,1.0506688153413453,2.1848550147822374,0.7124176982320451,0.11729334262447726
22,1.4089063958157617,2.074573511145396,0.6356616287721638,0.11634900178444944
23,1.0285660585462792,1.8943275662282169,0.561477368138423,0.11511855485662191
24,1.104227843567896,2.00332701476069,0.5627733548542824,0.11209195672535521
25,0.8496162457028062,1.5228643351092153,0.71807274144783,0.15077615493007654
26,0.8052177678379241,1.514813255921349,0.8277108190837642,0.16441130173551283
27,0.7047299716277754,1.9396426912715925,1.2578840250119874,0.12881719421253796
28,1.5258492655252731,1.6314446688926008,1.234470226949827,0.22850155928838173
29,1.3871190864551994,2.2247651114265117,1.019421593680671,0.14328509319187188
30,1.3349150844171649,1.7480419916929746,1.019421593680671,0.17526461096995657
