Iteration,Z1,Z2,Z3,Reward
0,1.8268362351384617,1.623328426410724,0.7980608602645527,0.18125759721622903
1,1.2146187148544736,1.0153725379965424,0.5291503047873661,0.19420412594304623
2,0.7331358748628009,0.5673340804203792,0.32015145287140134,0.18999388210279472
3,3.1420633288261004,3.509323103544743,2.106116601227916,0.24113162536843133
4,2.6152269748978854,3.173240010122739,2.1855274746333437,0.22037010915534802
5,1.8880288860079308,2.521599239191504,2.0213222517241047,0.17003552745532383
6,0.7331358748628009,0.5673340804203792,0.32015145287140134,0.18984404989219336
7,1.2146187148544736,1.0153725379965424,0.5291503047873661,0.1958810650588461
8,2.6152269748978854,3.173240010122739,2.1855274746333437,0.21988011233167906
9,0.7331358748628009,0.5673340804203792,0.32015145287140134,0.19111448654620766
10,1.2146187148544736,1.0153725379965424,0.5291503047873661,0.19331555453633095
11,2.6152269748978854,3.173240010122739,2.1855274746333437,0.2201060543605471
12,3.0363242747462182,2.987757903612629,1.4821214941672705,0.19994380752873894
13,2.6152269748978854,3.173240010122739,2.1855274746333437,0.2203100184008433
14,3.0363242747462182,2.987757903612629,1.4821214941672705,0.20066940923920626
15,2.6152269748978854,3.173240010122739,2.1855274746333437,0.22046211392604176
16,3.1420633288261004,3.509323103544743,2.106116601227916,0.23903610421010293
17,0.4005373987735835,0.2817380575267208,0.17311572078361023,0.12764257082149594
18,2.6152269748978854,3.173240010122739,2.1855274746333437,0.21942635757123824
19,3.1420633288261004,3.509323103544743,2.106116601227916,0.23965115536901108
20,2.6152269748978854,3.173240010122739,2.1855274746333437,0.22130646620990757
21,3.1420633288261004,3.509323103544743,2.106116601227916,0.2400588547927033
22,3.2935937307909664,3.4324609129129775,1.8385482435689722,0.2316504577908607
23,2.6152269748978854,3.173240010122739,2.1855274746333437,0.22077931693945668
24,3.1420633288261004,3.509323103544743,2.106116601227916,0.2414362509144482
25,3.2935937307909664,3.4324609129129775,1.8385482435689722,0.23309953058222288
