Iteration,Z1,Z2,Z3,Reward
0,2.9263515092192107,3.027382412299776,1.397984515704509,0.18924785349514864
1,1.4318267908753362,1.2659454416297886,0.9184081082897567,0.1752825286011212
2,3.4568535280660004,3.4038299493167083,2.797127934674529,0.19909724796761336
3,1.9328719958069664,1.8713297999632077,1.0850742118485408,0.18221583615286058
4,3.337885454364433,3.3811947375304277,1.7406413283163822,0.21937622602909457
5,3.5632985396191774,4.189435269645602,1.0663856085674102,0.14061321256895357
6,3.5881869177408108,3.514784224358496,2.2452559670212278,0.22622271353971932
7,2.9263515092192107,3.027382412299776,1.397984515704509,0.18837437181144978
8,3.611098381904007,3.9601091170309486,1.5689999704116582,0.19161600925605998
9,3.196895954695648,4.0751340823674616,0.8549829611735806,0.1409536217534504
10,2.5268493524582656,3.5304280423672045,0.8821489465618875,0.14750270567678747
11,3.4568535280660004,3.4038299493167083,2.797127934674529,0.19892308830808353
12,3.337885454364433,3.3811947375304277,1.7406413283163822,0.21976232113853947
13,3.5881869177408108,3.514784224358496,2.2452559670212278,0.22630345517004746
14,3.337885454364433,3.3811947375304277,1.7406413283163822,0.2188052925221191
15,3.5881869177408108,3.514784224358496,2.2452559670212278,0.22585503910045027
16,3.611098381904007,3.9601091170309486,1.5689999704116582,0.19191316698180733
17,3.337885454364433,3.3811947375304277,1.7406413283163822,0.21932179182745926
18,3.5881869177408108,3.514784224358496,2.2452559670212278,0.22614786661833589
19,3.337885454364433,3.3811947375304277,1.7406413283163822,0.21830347167511951
20,3.506718740521119,3.6233025312862823,2.2373961283076937,0.23144365917103532
21,3.5881869177408108,3.514784224358496,2.2452559670212278,0.22586970929707528
22,3.506718740521119,3.6233025312862823,2.2373961283076937,0.23158424876421316
23,3.5881869177408108,3.514784224358496,2.2452559670212278,0.2263875457628733
24,3.337885454364433,3.3811947375304277,1.7406413283163822,0.2182558376845576
25,3.506718740521119,3.6233025312862823,2.2373961283076937,0.23239418293088043
