Iteration,Kp,Kd,Reward
0,4,0.5,0.5167329405871611
1,3.9454545454545453,0.43,0.48665237472028994
2,4.046363636363636,0.6,0.5150189696588032
3,4.1472727272727266,0.74,0.49462366046791156
4,4.1472727272727266,0.56,0.5136473777274281
5,4.248181818181818,0.49,0.5022153692770513
6,3.8445454545454543,0.68,0.48795649259368007
7,4.046363636363636,0.24000000000000002,0.4667109480376487
8,4.349090909090909,0.78,0.45926596962370586
9,4.449999999999999,0.49,0.4757832127519595
10,3.9454545454545453,0.91,0.2738322463776628
11,3.743636363636363,0.31,0.49468155255360197
12,3.6427272727272726,0.17,0.40722280523339655
13,3.5418181818181815,0.45,0.35941905652665534
14,4.550909090909091,0.8,0.31660372186540814
15,4.349090909090909,0.21000000000000002,0.29931324079917504
16,3.6427272727272726,0.060000000000000005,0.23745765904880273
17,4.550909090909091,0.37,0.4643285420569447
18,4.651818181818181,0.31,0.4616922000915959
19,4.752727272727272,0.67,0.3748173616218271
20,4.8536363636363635,0.31,0.48138595441176096
21,5.055454545454545,0.21000000000000002,0.42211856137766807
22,5.156363636363636,0.39,0.47939154854805693
23,5.3581818181818175,0.21000000000000002,0.4369340756936729
24,5.459090909090909,0.36000000000000004,0.3634819071314069
25,5.3581818181818175,0.06999999999999999,0.282146954955975
26,5.3581818181818175,0.55,0.3154403782339472
27,3.5418181818181815,0.64,0.22519119065073173
28,5.56,0.29000000000000004,0.4807031902490831
29,5.66090909090909,0.15000000000000002,0.375535324573371
30,5.761818181818182,0.31,0.43736857426221076
31,5.862727272727272,0.39,0.5370147643426963
32,6.165454545454545,0.44,0.4836159849467052
33,6.367272727272727,0.4,0.5376428991113053
34,6.569090909090908,0.51,0.49582390216244815
35,6.468181818181818,0.28,0.47154887793586836
36,6.468181818181818,0.68,0.5413419991126999
37,6.67,0.81,0.5463585112451232
38,6.871818181818181,0.85,0.5445169201050497
39,7.073636363636363,0.93,0.5320579245580874
40,6.972727272727273,0.63,0.5387694572238472
41,7.275454545454545,1.0,0.5235095278714477
42,7.275454545454545,0.6900000000000001,0.564012273771253
43,7.477272727272727,0.6,0.5445455231630233
44,7.679090909090909,0.78,0.5546817926157551
45,7.880909090909091,0.63,0.5409718356835537
46,7.880909090909091,0.93,0.4943696562057751
47,7.9818181818181815,0.45,0.49712953264200976
48,7.578181818181818,0.35000000000000003,0.4956906416102518
49,8.183636363636364,0.68,0.5083986993743702
50,8.284545454545453,0.44,0.5285951679453148
52,6.972727272727273,0.79,0.47193514875716197
