Iteration,Z1,Z2,Z3,Reward
0,1.1661819420458053,1.7924903974324964,0.664168500850438,0.12978999846204006
1,1.352978829182675,1.3817589839649616,0.8507163959141091,0.18421981193392506
2,1.3334203956036121,1.4174213941995093,0.8806297785244739,0.1877878356558637
3,1.3066214662463236,1.5576010632378048,0.848443241203138,0.16840845926506548
4,1.0714110711106322,1.9073332043139202,0.6434668919169603,0.12267828150700448
5,1.2820848533502394,1.7378563396882054,0.7665614453298216,0.1437999564288734
6,1.6515239879716141,2.1731339963859213,0.8461394531306258,0.13009410366384494
7,1.2431327137423074,1.946459103944799,1.2262077871373989,0.18788480540008884
8,1.262165962274627,1.5541158750981459,1.2759178235289157,0.2525621346157642
9,1.6044487868727844,2.283122542952585,0.9887679124715358,0.1381765242341022
10,1.0011849411934046,1.9775285924899075,0.6370468202039085,0.1187737451589576
11,0.8680576916712809,1.6503802356487298,1.1998385136507956,0.16523436596208377
12,1.2758472268077485,2.4195873802512784,0.5993329467222391,0.10364810847721687
13,0.9185188473292827,2.202272534780174,0.6774933757235083,0.11402921698834598
14,1.1926673447725764,1.9997875037783646,0.5619197393733725,0.11241190121394364
15,1.302531176591605,1.9535814300658605,1.0713363404631662,0.16645691296072906
16,1.381055104027648,1.7699576550758136,0.8308627108793959,0.14966826752779988
17,1.4047297267136591,1.6637643252854966,0.7130191366488096,0.1426733188156394
18,1.4204290009493767,1.5745297567066932,0.6045688872871356,0.1355883469221621
19,1.43402463374965,1.5180276653034819,0.5091162734871674,0.1278668226075512
20,0.8525262025280813,2.1840678893736567,0.6897918784986896,0.11577813127917805
21,0.9223981575319479,2.0441520761854046,0.6371947870175627,0.11639603418955673
22,1.1494860585431181,2.019453525620483,0.5206277065327646,0.1086866918863811
23,1.4578499596480774,1.9530642500994484,0.8628053626413474,0.14184715481355661
24,1.4530869428378208,1.5190683855266305,0.44481648689974007,0.120441017147302
25,0.7958066577017384,2.174035540354054,0.6976977155510862,0.11679578770642687
26,1.4663457961174817,1.6853341400633088,0.8331674878721156,0.15592087943646407
27,0.7395951531503885,2.1694023615163216,0.699936181838397,0.11724278495515285
28,0.7383872281777003,2.156030587368371,0.6717918053555977,0.11546180292799463
29,1.119909865126886,2.019648734283623,0.50157559911631,0.10707472330371336
30,1.086714638961816,2.0114769533392627,0.48643167067244786,0.10635593127166493
